 47.572	 32.753	  9.500	  0.554
 47.606	 32.709	 10.000	  3.534
 47.590	 32.772	 10.700	  0.453
 47.765	 32.671	 10.200	  0.721
 47.642	 32.695	 11.100	  1.760
 47.596	 32.807	  8.200	  0.483
 47.594	 32.806	  8.000	  1.264
 47.683	 32.683	 10.000	  0.490
 47.521	 32.781	  6.200	  0.485
 47.591	 32.782	  6.000	  0.625
 47.384	 32.754	 11.100	  0.809
 47.385	 32.749	 11.000	  1.705
 47.637	 32.687	 10.500	  1.292
 47.512	 32.780	  9.000	  1.208
 47.807	 32.696	 11.700	  0.998
 47.518	 32.706	 12.100	  3.151
 47.734	 32.679	 10.100	  1.092
 47.510	 32.774	 11.500	  1.996
 47.715	 32.661	 11.500	  0.828
 47.551	 32.809	  8.000	  2.002
 47.577	 32.812	  8.400	  0.875
 47.826	 32.673	 12.400	  2.025
 47.853	 32.748	  9.700	  1.264
 47.390	 32.753	  9.600	  0.390
 47.791	 32.648	 10.600	  0.461
 47.511	 32.783	 10.600	  1.001
 47.556	 32.753	  9.000	  0.365
 47.536	 32.756	 13.200	  1.277
 47.717	 32.696	 11.200	  1.239
 47.673	 32.680	 13.000	  2.118
 47.718	 32.696	  9.700	  4.149
 47.782	 32.710	  9.400	  0.140
 47.487	 32.739	 11.000	  0.435
 47.471	 32.704	 15.700	  1.053
 47.548	 32.735	  9.200	  2.612
 47.571	 32.690	 11.500	  2.059
 47.531	 32.721	 11.500	  0.705
 47.708	 32.611	 13.200	  0.781
 47.706	 32.689	 11.000	  0.369
 47.580	 32.786	  6.100	  1.900
 47.716	 32.744	  9.900	  1.643
 47.594	 32.783	  6.400	  0.704
 47.815	 32.790	  9.800	  1.673
 47.487	 32.758	 13.600	  3.443
 47.799	 32.686	 10.000	  1.098
 47.467	 32.750	 10.000	  0.311
 47.497	 32.756	 11.000	  1.318
 47.512	 32.820	 10.100	  1.731
 47.721	 32.682	 10.200	  2.166
 47.826	 32.678	 11.500	  4.125
 47.635	 32.647	  8.200	  1.004
 47.494	 32.737	 11.300	  1.536
 47.799	 32.687	 10.800	  0.355
 47.609	 32.761	  9.800	  5.416
 47.785	 32.702	 10.000	  0.370
 47.397	 32.715	 12.800	  0.898
 47.877	 32.548	 10.000	  0.461
 47.758	 32.705	 11.300	  3.561
 47.768	 32.714	 11.100	  0.790
 47.422	 32.707	 14.900	  0.721
 47.759	 32.707	 11.300	  0.645
 47.574	 32.727	  9.700	  1.921
 47.810	 32.547	 13.000	  1.242
 47.707	 32.714	 10.900	  0.390
 47.708	 32.712	 10.500	  2.782
 47.582	 32.714	 10.500	  3.143
 47.756	 32.709	 11.100	  1.111
 47.716	 32.715	 10.800	  1.247
 47.650	 32.751	  9.400	  2.483
 47.711	 32.716	 10.400	  1.493
 47.822	 32.728	 11.200	  2.779
 47.765	 32.644	 12.200	  0.578
 47.804	 32.689	  9.600	  1.280
 47.998	 32.525	  7.600	  4.125
 47.555	 32.761	  9.300	  1.098
 47.557	 32.759	  9.200	  0.546
 47.558	 32.758	  9.400	  0.500
 47.815	 32.572	 10.000	  0.718
 47.793	 32.711	 10.700	  1.555
 47.885	 32.501	  7.600	  1.581
 47.571	 32.748	  9.900	  0.972
 47.668	 32.680	 13.500	  0.166
 47.766	 32.654	 11.500	  1.248
 47.869	 32.550	  9.600	  1.760
 47.669	 32.750	  9.100	  1.264
 47.549	 32.821	 10.900	  2.660
 47.788	 32.707	  9.700	  1.324
 47.681	 32.681	 10.500	  0.193
 47.600	 32.679	 14.200	  0.051
 47.643	 32.675	 12.600	  1.760
 47.774	 32.670	 10.000	  0.946
 47.797	 32.764	 11.500	  1.295
 47.669	 32.694	  9.700	  1.558
 47.581	 32.602	 14.400	  1.947
 47.866	 32.554	  9.500	  1.587
 47.865	 32.522	  7.200	  2.693
 47.742	 32.702	 11.600	  1.535
 47.464	 32.713	 15.100	  2.074
 47.747	 32.677	 10.100	  0.656
 47.770	 32.610	 10.600	  1.798
 47.694	 32.761	 10.300	  0.472
 47.810	 32.551	 11.600	  1.390
 47.757	 32.680	 11.100	  0.795
 47.849	 32.560	  9.900	  1.504
 47.775	 32.700	 11.900	  0.671
 47.576	 32.782	  6.700	  1.302
 47.799	 32.528	  6.200	  0.344
 47.641	 32.685	 10.000	  0.355
 47.590	 32.795	  5.600	  1.864
 47.795	 32.678	 11.900	  0.634
 47.593	 32.787	  9.000	  0.355
 47.514	 32.718	 12.400	  0.828
 47.578	 32.790	  8.600	  1.957
 47.642	 32.668	 13.800	  1.079
 47.760	 32.664	 10.300	  1.025
 47.601	 32.667	 13.800	  0.212
 47.602	 32.771	  9.000	  0.784
 47.565	 32.753	  9.200	  0.472
 47.580	 32.695	 10.300	  2.654
 47.628	 32.720	  8.900	  1.401
 47.577	 32.700	  9.400	  1.038
 47.659	 32.685	 10.500	  1.345
 47.802	 32.690	  9.700	  0.126
 47.713	 32.614	 14.000	  0.246
 47.574	 32.703	 10.300	  1.028
 47.771	 32.668	 10.800	  1.751
 47.468	 32.711	 15.000	  1.673
 47.802	 32.789	 10.600	  2.845
 47.798	 32.711	  8.800	  1.264
 47.796	 32.712	  8.600	  0.410
 47.581	 32.694	 11.000	  1.787
 47.582	 32.788	  8.600	  2.845
 47.750	 32.610	 12.700	  0.649
 47.548	 32.776	  9.200	  1.485
 47.421	 32.709	 13.900	  0.819
 47.645	 32.741	  1.800	  1.268
 47.545	 32.759	  8.500	  0.370
 47.814	 32.643	 10.900	  1.221
 47.570	 32.806	 14.600	  0.390
 47.549	 32.759	 10.200	  1.345
 47.539	 32.806	 11.900	  0.184
 47.599	 32.802	  8.600	  1.848
 47.542	 32.745	 10.100	  1.248
 47.496	 32.758	 11.300	  1.491
 47.580	 32.809	  7.500	  0.828
 47.796	 32.717	  8.800	  1.026
 47.624	 32.689	 12.000	  0.838
 47.623	 32.662	 11.900	  0.950
 47.541	 32.783	  9.700	  2.973
 47.483	 32.721	 13.100	  2.526
 47.782	 32.696	  8.800	  0.212
 47.602	 32.769	  8.200	  2.166
 47.577	 32.729	  9.600	  0.862
 47.643	 32.736	  9.600	  1.169
 47.532	 32.771	  9.300	  1.239
 47.385	 32.730	 11.800	  1.962
 47.264	 32.748	 12.600	  1.484
 47.462	 32.749	 11.800	  2.009
 47.658	 32.733	  8.500	  1.003
 47.715	 32.737	  9.800	  1.018
 47.531	 32.721	 12.400	  0.928
 47.709	 32.724	 10.200	  1.003
 47.740	 32.692	 10.100	  1.291
 47.806	 32.797	  9.500	  1.403
 47.802	 32.794	 10.100	  1.286
 47.803	 32.793	 11.400	  0.212
 47.586	 32.716	  9.600	  2.125
 47.733	 32.634	 11.400	  1.992
 47.715	 32.733	 10.100	  1.491
 47.717	 32.732	 10.000	  1.270
 47.535	 32.716	 10.000	  1.491
 47.612	 32.660	 13.200	  1.581
 47.482	 32.761	 13.800	  1.597
 47.511	 32.726	 11.900	  0.502
 47.580	 32.688	 11.900	  2.002
 47.730	 32.698	  9.000	  0.435
 47.835	 32.682	  6.300	  0.465
 47.611	 32.721	  9.300	  0.861
 47.801	 32.707	  9.700	  1.247
 47.789	 32.710	  9.700	  1.536
 47.610	 32.813	 13.300	  0.966
 47.471	 32.735	 11.900	  1.049
 47.774	 32.707	 10.600	  1.390
 47.797	 32.715	  9.800	  2.136
 47.615	 32.764	  8.400	  1.248
 47.594	 32.783	  5.900	  0.893
 47.616	 32.781	  7.400	  0.862
 47.677	 32.692	 11.000	  1.232
 47.755	 32.631	 10.300	  2.016
 47.642	 32.722	  8.800	  1.536
 47.791	 32.713	  7.500	  0.456
 47.832	 32.671	 12.000	  0.892
 47.806	 32.799	  9.200	  0.659
 47.682	 32.735	  9.300	  2.000
 47.809	 32.689	 11.900	  2.935
 47.797	 32.796	  9.700	  4.125
 47.798	 32.698	  9.300	  0.862
 47.814	 32.716	  9.000	  0.569
 47.569	 32.776	 10.200	  0.478
 47.808	 32.712	  9.800	  0.676
 47.535	 32.813	  9.000	  0.945
 47.754	 32.613	 11.600	  0.996
 47.629	 32.720	  9.000	  0.858
 47.632	 32.722	  9.000	  1.302
 47.489	 32.772	  8.300	  0.395
 47.473	 32.722	 14.000	  1.900
 47.568	 32.705	 11.300	  0.399
 47.584	 32.773	  9.000	  1.516
 47.844	 32.801	 10.000	  0.291
 47.519	 32.742	  9.700	  0.770
 47.662	 32.608	 13.300	  0.958
 47.582	 32.714	 10.800	  1.328
 47.759	 32.671	 10.800	  1.180
 47.589	 32.772	  9.400	  0.865
 47.589	 32.771	  8.000	  0.701
 47.592	 32.803	  8.900	  0.987
 47.473	 32.751	 12.300	  0.395
 47.741	 32.631	 12.700	  0.247
 47.410	 32.708	 12.800	  3.285
 47.382	 32.750	 10.200	  0.637
 47.630	 32.741	  8.700	  2.947
 47.794	 32.592	 12.100	  1.169
 47.879	 32.564	  0.000	  2.136
 47.840	 32.582	 10.300	  0.987
 47.871	 32.550	  9.300	  0.672
 47.848	 32.583	 10.300	  0.659
 47.742	 32.671	 10.500	  0.565
 47.877	 32.552	  8.100	  0.147
 47.764	 32.704	 10.800	  2.196
 47.882	 32.548	  9.300	  1.640
 47.844	 32.741	  7.600	  2.526
 47.467	 32.542	  8.500	  1.996
 47.718	 32.654	 11.500	  0.465
 47.512	 32.812	  9.200	  1.239
 47.464	 32.538	  9.400	  2.213
 47.467	 32.542	  8.500	  2.059
 47.461	 32.539	  9.300	  1.324
 47.730	 32.703	 10.200	  0.193
 47.838	 32.734	  8.400	  0.865
 47.823	 32.729	 10.000	  1.345
 47.817	 32.558	  8.300	  0.612
 47.842	 32.669	 12.600	  0.739
 47.827	 32.658	 12.200	  0.171
 47.852	 32.636	 12.700	  0.395
 47.874	 32.547	  8.700	  2.080
 47.551	 32.731	 11.500	  0.725
 47.886	 32.557	  8.900	  1.341
 47.786	 32.709	 10.800	  1.486
 47.392	 32.724	 11.900	  0.390
 47.912	 32.492	  9.300	  0.212
 47.916	 32.495	  8.900	  1.486
 47.912	 32.492	  9.700	  0.862
 47.915	 32.495	  9.600	  1.643
 47.494	 32.725	 14.300	  0.598
 47.792	 32.725	 11.100	  0.881
 47.798	 32.638	 10.700	  0.947
 47.565	 32.787	  9.500	  0.838
 47.748	 32.687	 10.900	  1.584
 47.915	 32.495	  8.600	  1.268
 47.912	 32.485	 10.200	  0.388
 47.915	 32.492	  8.800	  1.416
 47.939	 32.618	 13.300	  0.483
 47.648	 32.686	 10.100	  1.201
 47.780	 32.704	 10.000	  0.651
 47.786	 32.540	  0.900	  0.154
 47.911	 32.494	  8.500	  0.974
 47.788	 32.727	 10.300	  0.878
 47.859	 32.560	  8.400	  0.848
 47.629	 32.681	  9.300	  0.376
 47.815	 32.704	  9.900	  0.502
 47.416	 32.749	 12.800	  0.996
 47.899	 32.547	  9.400	  1.318
 47.594	 32.781	  8.100	  2.592
 47.836	 32.727	  9.100	  0.166
 48.030	 32.539	 13.800	  2.080
 47.553	 32.760	  9.600	  2.166
 47.676	 32.713	  8.200	  1.328
 47.625	 32.641	  7.700	  2.103
 47.937	 32.622	 13.700	  0.659
 47.936	 32.622	 13.900	  2.651
 47.834	 32.564	  8.300	  1.292
 47.684	 32.699	 14.400	  0.354
 47.737	 32.683	  9.000	  0.815
 47.764	 32.628	 10.800	  1.111
