     LON     LAT   DEPTH     MAG    PHUSD   NO_ST   MIND     GAP     RMS     SEH     SEZ  YYYY MM DD HH MN SEC
  47.635  32.704     9.2     0.0      99      99    99.0     360   0.095     0.4     0.5  2014 08 29 19 43 22.01
  47.591  32.685    11.0     0.0      99      99    99.0     360   0.095     0.3     0.4  2014 08 29 21 15 54.97
  47.701  32.701     8.7     0.0      99      99    99.0     360   0.116     0.4     0.4  2014 08 29 21 25 52.00
  47.526  32.778     9.8     0.0      99      99    99.0     360   0.168     0.3     0.3  2014 08 29 21 32 05.96
  47.450  32.754    12.1     0.0      99      99    99.0     360   0.104     0.5     0.4  2014 08 29 21 41 04.94
  47.523  32.769    10.1     0.0      99      99    99.0     360   0.123     0.3     0.3  2014 08 29 21 43 47.02
  47.651  32.762     8.8     0.0      99      99    99.0     360   0.068     0.4     0.2  2014 08 29 23 10 01.96
  47.775  32.564    14.3     0.0      99      99    99.0     360   0.074     1.3     1.3  2014 08 29 23 21 37.07
  47.811  32.685    11.1     0.0      99      99    99.0     360   0.081     0.6     0.4  2014 08 29 23 34 38.96
  47.262  32.749    13.2     0.0      99      99    99.0     360   0.136     0.7     0.6  2014 08 30 01 00 10.93
  47.538  32.718    11.4     0.0      99      99    99.0     360   0.126     0.4     0.3  2014 08 30 01 37 47.95
  47.641  32.753     9.1     0.0      99      99    99.0     360   0.093     0.3     0.2  2014 08 30 02 57 54.00
  47.532  32.776     8.6     0.0      99      99    99.0     360   0.092     0.3     0.4  2014 08 30 04 20 02.94
  47.491  32.755     8.6     0.0      99      99    99.0     360   0.156     0.5     0.7  2014 08 30 05 22 11.94
  47.259  32.751    13.3     0.0      99      99    99.0     360   0.018     0.7     0.6  2014 08 30 05 37 14.27
  47.257  32.754    12.5     0.0      99      99    99.0     360   0.189     0.6     0.5  2014 08 30 06 02 29.96
  47.570  32.795     1.6     0.0      99      99    99.0     360   0.138     0.5     0.3  2014 08 30 06 09 53.00
  47.493  32.757     9.5     0.0      99      99    99.0     360   0.128     0.3     0.6  2014 08 30 07 00 48.03
  47.768  32.700    11.3     0.0      99      99    99.0     360   0.117     0.4     0.3  2014 08 30 08 08 51.96
  47.709  32.656    10.5     0.0      99      99    99.0     360   0.075     0.5     0.5  2014 08 30 08 17 34.99
  47.714  32.644    11.4     0.0      99      99    99.0     360   0.206     0.8     0.7  2014 08 30 08 21 47.96
  47.729  32.668    10.8     0.0      99      99    99.0     360   0.085     0.4     0.3  2014 08 30 08 34 37.99
  47.631  32.699    13.0     0.0      99      99    99.0     360   0.237     1.0     0.5  2014 08 30 08 39 42.28
  47.770  32.699    10.4     0.0      99      99    99.0     360   0.128     0.4     0.3  2014 08 30 08 55 29.92
  47.506  32.751    11.2     0.0      99      99    99.0     360   0.104     0.4     0.4  2014 08 30 09 14 24.01
  47.751  32.665    11.3     0.0      99      99    99.0     360   0.109     0.4     0.3  2014 08 30 09 33 46.93
  47.624  32.692    10.6     0.0      99      99    99.0     360   0.098     0.4     0.4  2014 08 30 11 26 40.00
  47.640  32.758     8.5     0.0      99      99    99.0     360   0.068     0.3     0.2  2014 08 30 11 50 36.00
  47.490  32.762    11.7     0.0      99      99    99.0     360   0.191     0.6     0.7  2014 08 30 13 28 25.85
  47.494  32.760     9.5     0.0      99      99    99.0     360   0.142     0.4     0.6  2014 08 30 13 33 25.75
  47.524  32.761     8.6     0.0      99      99    99.0     360   0.086     0.4     0.4  2014 08 30 13 37 12.89
  47.536  32.728    10.6     0.0      99      99    99.0     360   0.123     0.4     0.3  2014 08 30 13 42 13.00
  47.493  32.756    12.3     0.0      99      99    99.0     360   0.096     0.4     0.4  2014 08 30 14 56 39.00
  47.501  32.752     8.9     0.0      99      99    99.0     360   0.134     0.5     0.6  2014 08 30 15 31 00.00
  47.470  32.747    11.3     0.0      99      99    99.0     360   0.099     0.4     0.3  2014 08 30 15 55 40.97
  47.586  32.702    11.9     0.0      99      99    99.0     360   0.108     0.4     0.4  2014 08 30 16 02 30.92
  47.498  32.798     8.6     0.0      99      99    99.0     360   0.142     0.4     0.4  2014 08 30 17 43 21.82
  47.730  32.634    10.0     0.0      99      99    99.0     360   0.168     0.6     0.4  2014 08 30 17 57 56.02
  47.526  32.759     6.8     0.0      99      99    99.0     360   0.068     0.6     0.9  2014 08 30 18 46 46.96
  47.546  32.718    12.3     0.0      99      99    99.0     360   0.088     0.4     0.5  2014 08 30 20 08 49.96
  47.528  32.720    13.1     0.0      99      99    99.0     360   0.085     0.4     0.3  2014 08 30 20 23 48.96
  47.527  32.722    12.0     0.0      99      99    99.0     360   0.080     0.4     0.4  2014 08 30 20 54 58.28
  47.397  32.754    13.1     0.0      99      99    99.0     360   0.146     0.8     0.6  2014 08 30 21 14 24.94
  47.624  32.656     9.9     0.0      99      99    99.0     360   0.148     0.6     0.8  2014 08 30 21 22 08.96
  47.786  32.721    11.1     0.0      99      99    99.0     360   0.118     0.5     0.5  2014 08 30 22 03 58.89
  47.669  32.660    10.8     0.0      99      99    99.0     360   0.164     0.5     0.6  2014 08 30 22 25 57.92
  47.816  32.672    12.0     0.0      99      99    99.0     360   0.072     0.6     0.4  2014 09 01 00 26 24.98
  47.532  32.749     9.4     0.0      99      99    99.0     360   0.108     0.4     0.4  2014 09 01 00 44 18.03
  47.542  32.754     8.7     0.0      99      99    99.0     360   0.097     0.3     0.4  2014 09 01 01 10 02.08
  47.689  32.715     9.6     0.0      99      99    99.0     360   0.121     0.4     0.3  2014 09 01 01 25 05.05
  47.585  32.689    11.8     0.0      99      99    99.0     360   0.141     0.3     0.3  2014 09 01 02 04 30.03
  47.794  32.716     9.1     0.0      99      99    99.0     360   0.137     0.7     0.5  2014 09 01 03 29 51.04
  47.850  32.670     6.3     0.0      99      99    99.0     360   0.114     1.0     0.8  2014 09 01 05 50 34.90
  47.601  32.803     8.3     0.0      99      99    99.0     360   0.127     0.4     0.3  2014 09 01 17 22 40.07
  47.812  32.680     9.5     0.0      99      99    99.0     360   0.165     0.8     0.8  2014 09 01 17 44 52.96
  47.735  32.757     9.0     0.0      99      99    99.0     360   0.055     0.4     0.2  2014 09 01 18 13 47.11
  47.587  32.713     9.9     0.0      99      99    99.0     360   0.075     0.5     0.7  2014 09 01 19 51 13.93
  47.613  32.699    11.6     0.0      99      99    99.0     360   0.191     0.4     0.4  2014 09 01 22 16 52.07
  47.628  32.661    11.5     0.0      99      99    99.0     360   0.154     0.4     0.5  2014 09 01 22 36 56.96
  47.630  32.702    11.1     0.0      99      99    99.0     360   0.084     0.5     0.4  2014 09 01 22 39 09.08
  47.658  32.692    11.2     0.0      99      99    99.0     360   0.069     0.5     0.5  2014 09 01 23 42 37.00
  47.653  32.645    14.0     0.0      99      99    99.0     360   0.123     0.5     0.5  2014 09 02 00 18 40.14
  47.568  32.704    10.4     0.0      99      99    99.0     360   0.098     0.3     0.3  2014 09 02 02 35 28.98
  47.673  32.695     9.1     0.0      99      99    99.0     360   0.182     0.6     0.5  2014 09 02 04 37 16.78
  47.450  32.713    16.5     0.0      99      99    99.0     360   0.127     0.4     0.3  2014 09 02 05 22 51.17
  47.546  32.746    11.1     0.0      99      99    99.0     360   0.080     0.3     0.5  2014 09 02 06 21 34.96
  47.754  32.709    11.5     0.0      99      99    99.0     360   0.134     0.5     0.3  2014 09 02 13 04 23.89
  47.555  32.793     6.0     0.0      99      99    99.0     360   0.080     0.6     0.8  2014 09 02 13 07 07.12
  47.722  32.669    10.9     0.0      99      99    99.0     360   0.075     0.5     0.3  2014 09 02 14 12 55.97
  47.518  32.762    13.5     0.0      99      99    99.0     360   0.131     0.3     0.3  2014 09 02 16 40 59.03
  47.797  32.790     9.6     0.0      99      99    99.0     360   0.065     0.5     0.4  2014 09 02 16 54 03.98
  47.422  32.759     8.4     0.0      99      99    99.0     360   0.159     0.8     0.8  2014 09 02 18 13 38.06
  47.757  32.708    11.1     0.0      99      99    99.0     360   0.127     0.4     0.4  2014 09 02 19 08 31.10
  47.752  32.704    11.4     0.0      99      99    99.0     360   0.058     0.5     0.3  2014 09 02 19 15 40.11
  47.557  32.768     7.2     0.0      99      99    99.0     360   0.092     0.6     0.6  2014 09 02 19 19 18.12
  47.675  32.673    10.6     0.0      99      99    99.0     360   0.142     0.5     0.5  2014 09 02 19 23 06.96
  47.760  32.713    11.6     0.0      99      99    99.0     360   0.100     0.4     0.4  2014 09 02 20 05 21.12
  47.575  32.704    11.8     0.0      99      99    99.0     360   0.118     0.4     0.4  2014 09 02 20 13 28.96
  47.696  32.741     9.6     0.0      99      99    99.0     360   0.052     1.0     0.7  2014 09 02 20 23 07.20
  47.432  32.731    10.5     0.0      99      99    99.0     360   0.116     0.9     0.9  2014 09 02 20 46 33.02
  47.571  32.707     6.0     0.0      99      99    99.0     360   0.092     0.4     0.6  2014 09 02 21 28 38.00
  47.557  32.755     9.0     0.0      99      99    99.0     360   0.117     0.3     0.4  2014 09 02 23 28 30.92
  47.582  32.788     6.2     0.0      99      99    99.0     360   0.118     0.4     0.4  2014 09 03 01 17 21.94
  47.852  32.661    12.0     0.0      99      99    99.0     360   0.240     1.2     0.7  2014 09 03 01 20 43.92
  47.784  32.779    12.9     0.0      99      99    99.0     360   0.110     0.4     0.5  2014 09 03 01 41 21.03
  47.726  32.659    10.6     0.0      99      99    99.0     360   0.111     0.4     0.3  2014 09 03 05 07 20.98
  47.788  32.712    11.9     0.0      99      99    99.0     360   0.211     0.5     0.5  2014 09 03 06 04 04.00
  47.655  32.727    14.9     0.0      99      99    99.0     360   0.191     0.7     0.7  2014 09 03 11 26 10.93
  47.489  32.730    12.6     0.0      99      99    99.0     360   0.112     0.4     0.4  2014 09 03 11 39 11.84
  47.628  32.700    11.8     0.0      99      99    99.0     360   0.213     0.5     0.5  2014 09 03 11 59 38.03
  47.682  32.703    10.9     0.0      99      99    99.0     360   0.138     0.6     0.6  2014 09 03 12 26 03.97
  47.677  32.735     9.7     0.0      99      99    99.0     360   0.251     1.2     0.6  2014 09 03 13 32 45.02
  47.672  32.731     9.5     0.0      99      99    99.0     360   0.192     0.5     0.4  2014 09 03 14 54 59.89
  47.524  32.726    14.2     0.0      99      99    99.0     360   0.094     0.5     0.4  2014 09 03 15 12 08.96
  47.515  32.729    10.9     0.0      99      99    99.0     360   0.153     0.5     0.4  2014 09 03 15 24 25.92
  47.500  32.731     7.7     0.0      99      99    99.0     360   0.200     1.1     1.0  2014 09 03 16 36 57.85
  47.540  32.716    11.5     0.0      99      99    99.0     360   0.085     0.4     0.4  2014 09 03 18 06 12.98
  47.521  32.762     8.8     0.0      99      99    99.0     360   0.089     0.3     0.4  2014 09 03 18 38 19.12
  47.542  32.710    11.7     0.0      99      99    99.0     360   0.098     0.4     0.3  2014 09 03 18 46 14.93
  47.552  32.803     8.5     0.0      99      99    99.0     360   0.081     0.4     0.3  2014 09 03 20 56 08.90
  47.690  32.727     9.7     0.0      99      99    99.0     360   0.136     0.4     0.3  2014 09 03 21 36 59.96
  47.807  32.719    12.3     0.0      99      99    99.0     360   0.136     0.5     0.6  2014 09 03 22 47 18.98
  47.627  32.781    11.1     0.0      99      99    99.0     360   0.143     0.3     0.3  2014 09 03 23 26 49.03
  47.767  32.696     9.4     0.0      99      99    99.0     360   0.084     0.6     0.4  2014 09 03 23 33 23.00
  47.615  32.732     9.9     0.0      99      99    99.0     360   0.141     0.4     0.3  2014 09 03 23 40 41.10
  47.537  32.808    12.1     0.0      99      99    99.0     360   0.110     0.4     0.4  2014 09 04 00 10 29.91
  47.753  32.766    13.7     0.0      99      99    99.0     360   0.080     0.6     0.5  2014 09 04 00 17 15.97
  47.344  32.746    10.4     0.0      99      99    99.0     360   0.126     0.5     0.6  2014 09 04 00 42 58.14
  47.746  32.684    11.1     0.0      99      99    99.0     360   0.102     0.5     0.3  2014 09 04 02 12 28.98
  47.542  32.744    11.0     0.0      99      99    99.0     360   0.131     0.3     0.4  2014 09 04 05 48 49.99
  47.510  32.858     9.9     0.0      99      99    99.0     360   0.132     0.4     0.3  2014 09 04 06 53 43.85
  47.507  32.718    13.2     0.0      99      99    99.0     360   0.151     0.5     0.3  2014 09 04 08 03 56.96
  47.474  32.721    14.4     0.0      99      99    99.0     360   0.075     0.4     0.3  2014 09 04 10 22 27.94
  47.478  32.720    15.2     0.0      99      99    99.0     360   0.097     0.4     0.5  2014 09 04 10 35 37.20
  47.478  32.725    14.9     0.0      99      99    99.0     360   0.113     0.4     0.3  2014 09 04 11 42 23.10
  47.594  32.805     9.8     0.0      99      99    99.0     360   0.091     0.4     0.5  2014 09 04 12 01 00.00
  47.757  32.698     9.9     0.0      99      99    99.0     360   0.089     0.5     0.4  2014 09 04 12 45 30.01
  47.792  32.701     9.8     0.0      99      99    99.0     360   0.116     0.5     0.4  2014 09 04 13 16 04.00
  47.608  32.756     9.6     0.0      99      99    99.0     360   0.139     0.3     0.3  2014 09 04 15 30 47.95
  47.611  32.762     8.9     0.0      99      99    99.0     360   0.121     0.3     0.3  2014 09 04 15 41 32.95
  47.412  32.755    10.8     0.0      99      99    99.0     360   0.208     1.2     1.0  2014 09 04 17 11 04.96
  47.680  32.703     9.8     0.0      99      99    99.0     360   0.052     0.6     0.4  2014 09 04 17 24 52.92
  47.806  32.715    11.3     0.0      99      99    99.0     360   0.123     0.5     0.4  2014 09 04 19 05 19.92
  47.765  32.708    11.0     0.0      99      99    99.0     360   0.066     0.4     0.3  2014 09 04 20 13 42.96
  47.779  32.692     9.6     0.0      99      99    99.0     360   0.089     0.5     0.4  2014 09 04 23 03 32.06
  47.746  32.645    11.2     0.0      99      99    99.0     360   0.054     0.6     0.5  2014 09 04 23 16 24.14
  47.675  32.710     9.0     0.0      99      99    99.0     360   0.140     0.5     0.4  2014 09 05 00 14 22.03
  47.775  32.670     8.9     0.0      99      99    99.0     360   0.144     0.8     0.7  2014 09 05 00 59 11.03
  47.546  32.757     9.3     0.0      99      99    99.0     360   0.108     0.3     0.5  2014 09 05 01 19 35.04
  47.630  32.727     9.2     0.0      99      99    99.0     360   0.049     0.5     0.3  2014 09 05 06 32 44.07
  47.472  32.718    14.4     0.0      99      99    99.0     360   0.122     0.4     0.4  2014 09 05 06 35 42.90
  47.493  32.745    14.2     0.0      99      99    99.0     360   0.126     0.4     0.4  2014 09 05 08 15 38.96
  47.698  32.629    15.0     0.0      99      99    99.0     360   0.153     0.5     0.4  2014 09 05 11 04 07.25
  47.642  32.772    11.6     0.0      99      99    99.0     360   0.099     0.3     0.2  2014 09 05 11 29 49.03
  47.475  32.712    15.2     0.0      99      99    99.0     360   0.127     0.4     0.3  2014 09 05 11 43 03.16
  47.601  32.784     7.8     0.0      99      99    99.0     360   0.099     0.4     0.4  2014 09 05 14 46 41.09
  47.647  32.738     9.0     0.0      99      99    99.0     360   0.125     0.5     0.3  2014 09 05 14 55 48.00
  47.817  32.686    12.4     0.0      99      99    99.0     360   0.088     0.5     0.3  2014 09 05 17 04 07.00
  47.653  32.682    10.9     0.0      99      99    99.0     360   0.145     0.4     0.5  2014 09 05 17 20 36.03
  47.736  32.684     7.3     0.0      99      99    99.0     360   0.158     0.5     0.4  2014 09 05 18 07 20.00
  47.667  32.740     9.0     0.0      99      99    99.0     360   0.096     0.6     0.4  2014 09 05 18 58 21.07
  47.453  32.710    14.5     0.0      99      99    99.0     360   0.108     0.4     0.2  2014 09 05 22 12 34.28
  47.631  32.659    13.2     0.0      99      99    99.0     360   0.144     0.4     0.6  2014 09 05 23 35 38.38
  47.634  32.660    12.5     0.0      99      99    99.0     360   0.134     0.4     0.5  2014 09 05 23 53 23.96
  47.754  32.681    10.6     0.0      99      99    99.0     360   0.065     0.5     0.4  2014 09 06 00 05 04.04
  47.509  32.747     9.3     0.0      99      99    99.0     360   0.106     0.5     0.6  2014 09 06 02 07 18.98
  47.615  32.741     8.9     0.0      99      99    99.0     360   0.071     0.4     0.3  2014 09 06 04 30 05.99
  47.752  32.664    11.8     0.0      99      99    99.0     360   0.137     0.6     0.5  2014 09 06 06 10 34.28
  47.506  32.754    10.9     0.0      99      99    99.0     360   0.083     0.4     0.3  2014 09 06 11 49 01.99
  47.511  32.853     8.3     0.0      99      99    99.0     360   0.121     0.4     0.3  2014 09 06 12 44 19.83
  47.576  32.757     9.2     0.0      99      99    99.0     360   0.093     0.3     0.2  2014 09 06 22 42 15.00
  47.581  32.812     8.6     0.0      99      99    99.0     360   0.102     0.4     0.4  2014 09 06 23 11 51.06
  47.542  32.806    12.4     0.0      99      99    99.0     360   0.107     0.5     0.6  2014 09 07 02 25 22.14
  47.642  32.713    12.8     0.0      99      99    99.0     360   0.198     0.6     0.5  2014 09 07 03 39 42.79
  47.595  32.794     9.9     0.0      99      99    99.0     360   0.139     0.8     1.0  2014 09 07 04 49 36.02
  47.723  32.646    11.5     0.0      99      99    99.0     360   0.151     0.5     0.3  2014 09 07 12 04 07.01
  47.823  32.645    10.6     0.0      99      99    99.0     360   0.097     1.3     0.9  2014 09 07 23 28 53.00
  47.676  32.701     9.8     0.0      99      99    99.0     360   0.130     0.5     0.4  2014 09 08 01 34 55.99
  47.476  32.754    11.7     0.0      99      99    99.0     360   0.112     0.3     0.4  2014 09 08 01 53 27.92
  47.588  32.807     7.4     0.0      99      99    99.0     360   0.085     0.4     0.4  2014 09 08 02 25 37.92
  47.330  32.744    10.5     0.0      99      99    99.0     360   0.161     0.6     0.5  2014 09 08 07 02 14.99
  47.791  32.682     8.8     0.0      99      99    99.0     360   0.159     0.5     0.4  2014 09 08 09 39 45.96
  47.650  32.755     9.4     0.0      99      99    99.0     360   0.078     0.3     0.2  2014 09 08 11 13 11.97
  47.685  32.734     9.9     0.0      99      99    99.0     360   0.122     0.6     0.4  2014 09 08 12 26 47.99
  47.737  32.613    12.1     0.0      99      99    99.0     360   0.116     0.7     0.6  2014 09 08 15 57 21.00
  47.794  32.732    10.6     0.0      99      99    99.0     360   0.101     0.5     0.5  2014 09 08 17 04 09.00
  47.416  32.706    13.5     0.0      99      99    99.0     360   0.100     0.6     0.4  2014 09 08 19 08 04.96
  47.539  32.712    13.0     0.0      99      99    99.0     360   0.103     0.4     0.4  2014 09 08 19 16 10.88
  47.563  32.777     9.3     0.0      99      99    99.0     360   0.118     0.4     0.3  2014 09 08 19 49 25.07
  47.808  32.720     9.4     0.0      99      99    99.0     360   0.138     0.6     0.6  2014 09 08 20 35 12.91
  47.526  32.753    10.5     0.0      99      99    99.0     360   0.117     0.4     0.5  2014 09 08 23 14 10.00
  47.601  32.802     8.7     0.0      99      99    99.0     360   0.102     0.4     0.4  2014 09 08 23 31 02.10
  47.750  32.638     3.9     0.0      99      99    99.0     360   0.165     1.6     2.3  2014 09 09 00 15 57.04
  47.596  32.809     7.7     0.0      99      99    99.0     360   0.080     0.4     0.4  2014 09 09 01 31 49.07
  47.731  32.691     9.2     0.0      99      99    99.0     360   0.113     0.5     0.4  2014 09 09 07 33 26.89
  47.615  32.716     9.6     0.0      99      99    99.0     360   0.129     0.4     0.3  2014 09 09 17 31 08.96
  47.708  32.628    12.6     0.0      99      99    99.0     360   0.181     0.5     0.4  2014 09 09 17 59 57.93
  47.599  32.681    10.0     0.0      99      99    99.0     360   0.123     0.4     0.4  2014 09 09 20 12 06.96
  47.642  32.755     9.0     0.0      99      99    99.0     360   0.083     0.3     0.2  2014 09 09 21 12 34.00
  47.620  32.745     9.8     0.0      99      99    99.0     360   0.158     0.3     0.3  2014 09 09 21 26 09.00
  47.595  32.769     6.8     0.0      99      99    99.0     360   0.104     0.3     0.4  2014 09 09 22 34 12.00
  47.659  32.755     9.0     0.0      99      99    99.0     360   0.066     0.3     0.2  2014 09 10 00 35 12.99
  47.558  32.738    10.2     0.0      99      99    99.0     360   0.114     0.3     0.3  2014 09 10 02 53 54.99
  47.768  32.681    11.5     0.0      99      99    99.0     360   0.206     0.7     0.5  2014 09 10 03 28 53.15
  47.510  32.782    12.0     0.0      99      99    99.0     360   0.141     0.5     0.6  2014 09 10 07 15 05.08
  47.413  32.706    13.9     0.0      99      99    99.0     360   0.111     0.6     0.4  2014 09 10 15 03 16.03
  47.501  32.749    12.4     0.0      99      99    99.0     360   0.176     0.4     0.5  2014 09 10 17 34 43.00
  47.775  32.701     9.4     0.0      99      99    99.0     360   0.119     0.5     0.3  2014 09 10 19 48 59.02
  47.525  32.729    11.9     0.0      99      99    99.0     360   0.096     0.4     0.3  2014 09 10 19 57 52.02
  47.518  32.778     8.8     0.0      99      99    99.0     360   0.148     0.3     0.3  2014 09 10 21 36 49.97
  47.718  32.667    10.8     0.0      99      99    99.0     360   0.089     0.5     0.3  2014 09 10 21 58 06.01
  47.572  32.675     4.9     0.0      99      99    99.0     360   0.132     0.5     0.9  2014 09 11 00 24 19.03
  47.732  32.689     9.6     0.0      99      99    99.0     360   0.146     0.5     0.4  2014 09 11 01 02 50.96
  47.711  32.620    13.0     0.0      99      99    99.0     360   0.110     0.5     0.5  2014 09 11 01 25 02.12
  47.519  32.775    11.6     0.0      99      99    99.0     360   0.158     0.6     0.9  2014 09 11 02 16 15.10
  47.594  32.689    10.8     0.0      99      99    99.0     360   0.115     0.3     0.3  2014 09 11 03 39 13.96
  47.593  32.689    10.2     0.0      99      99    99.0     360   0.097     0.4     0.4  2014 09 11 03 43 00.96
  47.599  32.691    11.2     0.0      99      99    99.0     360   0.128     0.4     0.4  2014 09 11 09 00 26.83
  47.521  32.726    12.1     0.0      99      99    99.0     360   0.084     0.4     0.3  2014 09 11 10 25 35.03
  47.849  32.627     7.4     0.0      99      99    99.0     360   0.142     1.5     1.4  2014 09 11 12 00 04.70
  47.468  32.709    14.1     0.0      99      99    99.0     360   0.090     0.4     0.2  2014 09 11 12 38 14.94
  47.468  32.711    14.5     0.0      99      99    99.0     360   0.075     0.4     0.2  2014 09 11 13 30 17.92
  47.628  32.717     8.2     0.0      99      99    99.0     360   0.172     0.4     0.5  2014 09 11 15 14 26.98
  47.807  32.714     9.4     0.0      99      99    99.0     360   0.140     0.5     0.5  2014 09 11 15 32 50.09
  47.682  32.784    13.7     0.0      99      99    99.0     360   0.135     0.4     0.3  2014 09 12 00 28 54.00
  47.465  32.712    14.3     0.0      99      99    99.0     360   0.084     0.4     0.3  2014 09 12 01 24 28.03
  47.676  32.696     8.4     0.0      99      99    99.0     360   0.183     0.8     1.2  2014 09 12 04 31 22.30
  47.820  32.638    10.0     0.0      99      99    99.0     360   0.147     1.1     0.7  2014 09 12 17 43 20.94
  47.410  32.708    12.8     0.0      99      99    99.0     360   0.109     0.5     0.5  2014 09 12 20 52 40.03
  47.814  32.643    10.9     0.0      99      99    99.0     360   0.097     1.0     0.7  2014 09 13 01 04 36.93
  47.570  32.806    14.6     0.0      99      99    99.0     360   0.167     0.6     0.6  2014 09 13 05 40 23.07
  47.549  32.759    10.2     0.0      99      99    99.0     360   0.123     0.3     0.4  2014 09 13 09 18 07.96
  47.539  32.806    11.9     0.0      99      99    99.0     360   0.135     0.4     0.4  2014 09 13 09 44 17.17
  47.599  32.802     8.6     0.0      99      99    99.0     360   0.129     0.4     0.3  2014 09 13 09 47 11.97
  47.542  32.745    10.1     0.0      99      99    99.0     360   0.117     0.4     0.6  2014 09 13 12 46 59.03
  47.496  32.758    11.3     0.0      99      99    99.0     360   0.106     0.4     0.4  2014 09 13 13 21 46.96
  47.580  32.809     7.5     0.0      99      99    99.0     360   0.080     0.4     0.4  2014 09 13 14 28 51.92
  47.796  32.717     8.8     0.0      99      99    99.0     360   0.101     0.6     0.5  2014 09 13 17 26 30.00
  47.624  32.689    12.0     0.0      99      99    99.0     360   0.142     0.4     0.4  2014 09 13 20 29 55.96
  47.623  32.662    11.9     0.0      99      99    99.0     360   0.133     0.5     0.5  2014 09 13 21 11 32.78
  47.541  32.783     9.7     0.0      99      99    99.0     360   0.122     0.3     0.3  2014 09 14 00 42 00.96
  47.483  32.721    13.1     0.0      99      99    99.0     360   0.118     0.4     0.3  2014 09 14 01 22 53.95
  47.782  32.696     8.8     0.0      99      99    99.0     360   0.136     0.5     0.4  2014 09 14 05 42 27.03
  47.602  32.769     8.2     0.0      99      99    99.0     360   0.084     0.3     0.3  2014 09 14 11 30 04.98
  47.577  32.729     9.6     0.0      99      99    99.0     360   0.064     0.3     0.3  2014 09 14 15 28 08.92
  47.643  32.736     9.6     0.0      99      99    99.0     360   0.181     0.5     0.5  2014 09 14 16 43 52.89
  47.532  32.771     9.3     0.0      99      99    99.0     360   0.109     0.3     0.3  2014 09 14 21 28 18.96
  47.385  32.730    11.8     0.0      99      99    99.0     360   0.112     0.5     0.5  2014 09 14 21 29 42.00
  47.264  32.748    12.6     0.0      99      99    99.0     360   0.138     0.6     0.5  2014 09 14 21 39 31.19
  47.462  32.749    11.8     0.0      99      99    99.0     360   0.103     0.4     0.3  2014 09 14 22 41 48.96
  47.658  32.733     8.5     0.0      99      99    99.0     360   0.168     0.5     0.3  2014 09 15 00 43 46.03
  47.715  32.737     9.8     0.0      99      99    99.0     360   0.141     0.5     0.3  2014 09 15 00 58 33.00
  47.531  32.721    12.4     0.0      99      99    99.0     360   0.087     0.3     0.3  2014 09 15 01 04 56.96
  47.709  32.724    10.2     0.0      99      99    99.0     360   0.124     0.5     0.3  2014 09 15 03 01 03.98
  47.545  32.759     8.5     0.0      99      99    99.0     360   0.083     0.3     0.4  2014 09 15 05 48 47.07
  47.645  32.741     1.8     0.0      99      99    99.0     360   0.137     0.4     0.3  2014 09 15 06 07 35.03
  47.421  32.709    13.9     0.0      99      99    99.0     360   0.092     0.6     0.4  2014 09 15 09 43 08.00
  47.659  32.685    10.5     0.0      99      99    99.0     360   0.120     0.5     0.6  2014 09 15 20 26 52.96
  47.593  32.787     9.0     0.0      99      99    99.0     360   0.115     0.4     0.3  2014 09 15 21 04 17.92
  47.514  32.718    12.4     0.0      99      99    99.0     360   0.101     0.5     0.3  2014 09 15 22 48 51.92
  47.578  32.790     8.6     0.0      99      99    99.0     360   0.125     0.3     0.3  2014 09 16 09 05 42.00
  47.642  32.668    13.8     0.0      99      99    99.0     360   0.182     0.4     0.6  2014 09 16 14 28 10.96
  47.760  32.664    10.3     0.0      99      99    99.0     360   0.163     0.6     0.4  2014 09 16 15 29 37.11
  47.601  32.667    13.8     0.0      99      99    99.0     360   0.141     0.4     0.6  2014 09 16 22 53 11.30
  47.602  32.771     9.0     0.0      99      99    99.0     360   0.154     0.3     0.3  2014 09 17 16 48 05.00
  47.565  32.753     9.2     0.0      99      99    99.0     360   0.093     0.3     0.2  2014 09 17 21 55 37.02
  47.580  32.695    10.3     0.0      99      99    99.0     360   0.111     0.3     0.3  2014 09 17 22 13 38.96
  47.628  32.720     8.9     0.0      99      99    99.0     360   0.118     0.4     0.4  2014 09 17 22 46 21.03
  47.577  32.700     9.4     0.0      99      99    99.0     360   0.097     0.3     0.4  2014 09 18 01 01 40.00
  47.802  32.690     9.7     0.0      99      99    99.0     360   0.175     0.8     0.7  2014 09 18 03 37 50.96
  47.798  32.686    11.6     0.0      99      99    99.0     360   0.242     1.6     1.0  2014 09 18 03 58 18.21
  47.713  32.614    14.0     0.0      99      99    99.0     360   0.150     0.5     0.5  2014 09 18 07 10 05.98
  47.574  32.703    10.3     0.0      99      99    99.0     360   0.096     0.3     0.4  2014 09 18 09 51 20.96
  47.771  32.668    10.8     0.0      99      99    99.0     360   0.143     0.4     0.3  2014 09 18 11 50 57.03
  47.468  32.711    15.0     0.0      99      99    99.0     360   0.072     0.4     0.2  2014 09 18 12 42 02.02
  47.802  32.789    10.6     0.0      99      99    99.0     360   0.108     0.4     0.7  2014 09 18 22 55 24.03
  47.798  32.711     8.8     0.0      99      99    99.0     360   0.112     0.7     0.6  2014 09 19 01 09 19.01
  47.796  32.712     8.6     0.0      99      99    99.0     360   0.114     0.6     0.4  2014 09 19 01 15 03.04
