     LON     LAT   DEPTH     MAG    PHUSD   NO_ST   MIND     GAP     RMS     SEH     SEZ  YYYY MM DD HH MN SEC
  47.581  32.694    11.0     0.0      99      99    99.0     360   0.117     0.3     0.4  2014 09 19 02 00 15.94
  47.582  32.788     8.6     0.0      99      99    99.0     360   0.119     0.5     0.5  2014 09 19 05 42 26.03
  47.750  32.610    12.7     0.0      99      99    99.0     360   0.156     0.5     0.4  2014 09 19 06 06 09.10
  47.548  32.776     9.2     0.0      99      99    99.0     360   0.100     0.3     0.3  2014 09 19 06 45 38.96
  47.740  32.692    10.1     0.0      99      99    99.0     360   0.141     0.8     0.6  2014 09 19 09 55 37.09
  47.806  32.797     9.5     0.0      99      99    99.0     360   0.096     0.3     0.6  2014 09 19 18 23 45.84
  47.802  32.794    10.1     0.0      99      99    99.0     360   0.111     0.4     0.8  2014 09 19 19 14 55.93
  47.803  32.793    11.4     0.0      99      99    99.0     360   0.122     0.4     0.7  2014 09 19 19 41 35.89
  47.806  32.799     9.2     0.0      99      99    99.0     360   0.142     0.4     0.6  2014 09 19 20 27 10.91
  47.682  32.735     9.3     0.0      99      99    99.0     360   0.140     0.4     0.3  2014 09 19 22 56 45.00
  47.809  32.689    11.9     0.0      99      99    99.0     360   0.108     0.5     0.3  2014 09 20 03 59 42.00
  47.797  32.796     9.7     0.0      99      99    99.0     360   0.132     0.3     0.6  2014 09 21 01 12 57.96
  47.798  32.698     9.3     0.0      99      99    99.0     360   0.173     0.6     0.4  2014 09 21 02 12 33.93
  47.814  32.716     9.0     0.0      99      99    99.0     360   0.136     0.7     0.6  2014 09 21 08 34 26.78
  47.569  32.776    10.2     0.0      99      99    99.0     360   0.120     0.4     0.5  2014 09 21 12 53 34.14
  47.808  32.712     9.8     0.0      99      99    99.0     360   0.178     0.6     0.6  2014 09 21 18 31 00.12
  47.535  32.813     9.0     0.0      99      99    99.0     360   0.136     0.4     0.4  2014 09 22 00 58 28.19
  47.754  32.613    11.6     0.0      99      99    99.0     360   0.155     0.6     0.5  2014 09 22 16 42 38.06
  47.629  32.720     9.0     0.0      99      99    99.0     360   0.158     0.5     0.3  2014 09 22 17 00 14.03
  47.632  32.722     9.0     0.0      99      99    99.0     360   0.100     0.6     0.6  2014 09 22 17 34 37.02
  47.489  32.772     8.3     0.0      99      99    99.0     360   0.123     0.3     0.6  2014 09 22 19 00 06.04
  47.473  32.722    14.0     0.0      99      99    99.0     360   0.093     0.4     0.3  2014 09 22 20 18 45.96
  47.568  32.705    11.3     0.0      99      99    99.0     360   0.199     0.5     0.4  2014 09 23 10 12 00.97
  47.584  32.773     9.0     0.0      99      99    99.0     360   0.110     0.3     0.3  2014 09 24 17 09 12.00
  47.844  32.801    10.0     0.0      99      99    99.0     360   0.116     0.5     0.6  2014 09 24 17 11 09.27
  47.519  32.742     9.7     0.0      99      99    99.0     360   0.144     0.4     0.4  2014 09 24 20 11 19.00
  47.662  32.608    13.3     0.0      99      99    99.0     360   0.142     0.5     0.5  2014 09 24 23 17 56.89
  47.582  32.714    10.8     0.0      99      99    99.0     360   0.104     0.3     0.3  2014 09 25 04 02 52.96
  47.759  32.671    10.8     0.0      99      99    99.0     360   0.130     0.4     0.4  2014 09 25 05 17 15.03
  47.589  32.772     9.4     0.0      99      99    99.0     360   0.148     0.5     0.6  2014 09 25 06 21 43.06
  47.589  32.771     8.0     0.0      99      99    99.0     360   0.139     0.3     0.3  2014 09 25 06 48 09.98
  47.592  32.803     8.9     0.0      99      99    99.0     360   0.120     0.3     0.2  2014 09 25 07 33 50.90
  47.473  32.751    12.3     0.0      99      99    99.0     360   0.129     0.4     0.4  2014 09 25 07 58 59.02
  47.832  32.671    12.0     0.0      99      99    99.0     360   0.139     0.9     0.7  2014 09 25 08 04 53.93
  47.741  32.631    12.7     0.0      99      99    99.0     360   0.156     0.6     0.5  2014 09 25 09 09 39.03
  47.791  32.713     7.5     0.0      99      99    99.0     360   0.146     0.6     0.5  2014 09 25 09 41 54.96
  47.755  32.631    10.3     0.0      99      99    99.0     360   0.148     0.5     0.4  2014 09 25 10 16 59.00
  47.586  32.716     9.6     0.0      99      99    99.0     360   0.080     0.3     0.3  2014 09 25 10 56 17.98
  47.733  32.634    11.4     0.0      99      99    99.0     360   0.183     0.6     0.4  2014 09 25 22 02 51.07
  47.715  32.733    10.1     0.0      99      99    99.0     360   0.119     0.4     0.3  2014 09 25 22 31 12.98
  47.717  32.732    10.0     0.0      99      99    99.0     360   0.131     0.4     0.3  2014 09 25 22 39 22.96
  47.535  32.716    10.0     0.0      99      99    99.0     360   0.186     0.6     0.7  2014 09 25 22 50 23.83
  47.612  32.660    13.2     0.0      99      99    99.0     360   0.139     0.4     0.5  2014 09 26 01 45 41.93
  47.409  32.773     9.3     0.0      99      99    99.0     360   0.276     1.4     0.9  2014 09 26 09 00 53.21
  47.482  32.761    13.8     0.0      99      99    99.0     360   0.074     0.4     0.3  2014 09 26 09 33 09.84
  47.511  32.726    11.9     0.0      99      99    99.0     360   0.194     0.6     0.6  2014 09 26 13 28 35.88
  47.580  32.688    11.9     0.0      99      99    99.0     360   0.143     0.3     0.4  2014 09 26 13 46 45.79
  47.623  32.692    10.6     0.0      99      99    99.0     360   0.201     0.6     0.8  2014 09 26 17 51 31.07
  47.730  32.698     9.0     0.0      99      99    99.0     360   0.149     0.6     0.4  2014 09 26 21 14 12.96
  47.652  32.653     7.4     0.0      99      99    99.0     360   0.205     1.3     1.2  2014 09 26 23 44 31.94
  47.835  32.682     6.3     0.0      99      99    99.0     360   0.080     1.4     1.2  2014 09 27 04 12 27.87
  47.611  32.721     9.3     0.0      99      99    99.0     360   0.100     0.3     0.3  2014 09 27 04 54 44.97
  47.801  32.707     9.7     0.0      99      99    99.0     360   0.105     0.6     0.5  2014 09 27 06 28 57.96
  47.789  32.710     9.7     0.0      99      99    99.0     360   0.093     0.5     0.4  2014 09 27 07 38 05.11
  47.610  32.813    13.3     0.0      99      99    99.0     360   0.199     0.7     0.7  2014 09 27 11 21 49.85
  47.471  32.735    11.9     0.0      99      99    99.0     360   0.087     0.4     0.3  2014 09 27 13 35 07.00
  47.774  32.707    10.6     0.0      99      99    99.0     360   0.154     0.4     0.2  2014 09 27 21 09 42.96
  47.797  32.715     9.8     0.0      99      99    99.0     360   0.147     0.4     0.4  2014 09 27 23 06 37.10
  47.615  32.764     8.4     0.0      99      99    99.0     360   0.131     0.3     0.3  2014 09 28 02 03 32.96
  47.594  32.783     5.9     0.0      99      99    99.0     360   0.117     0.3     0.4  2014 09 28 07 57 46.96
  47.616  32.781     7.4     0.0      99      99    99.0     360   0.168     0.5     0.4  2014 09 28 08 07 39.17
  47.677  32.692    11.0     0.0      99      99    99.0     360   0.083     0.9     0.6  2014 09 28 13 24 38.18
  47.795  32.678    11.9     0.0      99      99    99.0     360   0.139     0.5     0.4  2014 09 28 17 03 08.00
  47.642  32.722     8.8     0.0      99      99    99.0     360   0.092     0.5     0.4  2014 09 28 17 29 38.03
  47.590  32.795     5.6     0.0      99      99    99.0     360   0.138     0.4     0.4  2014 09 28 18 01 14.11
  47.668  32.680    13.5     0.0      99      99    99.0     360   0.134     0.5     0.4  2014 09 28 19 34 30.98
  47.673  32.680    13.0     0.0      99      99    99.0     360   0.195     0.9     0.5  2014 09 28 21 27 20.10
  47.718  32.696     9.7     0.0      99      99    99.0     360   0.106     0.5     0.3  2014 09 28 21 42 23.96
  47.782  32.710     9.4     0.0      99      99    99.0     360   0.141     0.5     0.4  2014 09 28 22 17 26.00
  47.487  32.739    11.0     0.0      99      99    99.0     360   0.105     0.4     0.3  2014 09 28 23 55 59.96
  47.471  32.704    15.7     0.0      99      99    99.0     360   0.107     0.4     0.3  2014 09 29 00 08 33.00
  47.548  32.735     9.2     0.0      99      99    99.0     360   0.129     0.4     0.5  2014 09 29 01 26 56.99
  47.571  32.690    11.5     0.0      99      99    99.0     360   0.119     0.3     0.4  2014 09 29 01 44 09.00
  47.531  32.721    11.5     0.0      99      99    99.0     360   0.075     0.3     0.4  2014 09 29 06 13 53.09
  47.708  32.611    13.2     0.0      99      99    99.0     360   0.138     0.5     0.5  2014 09 29 06 16 10.00
  47.706  32.689    11.0     0.0      99      99    99.0     360   0.158     0.6     0.3  2014 09 29 09 01 07.01
  47.580  32.786     6.1     0.0      99      99    99.0     360   0.150     0.4     0.5  2014 09 29 09 12 46.97
  47.801  32.683     7.5     0.0      99      99    99.0     360   0.200     0.7     0.6  2014 09 29 09 38 37.11
  47.716  32.744     9.9     0.0      99      99    99.0     360   0.138     0.4     0.3  2014 09 29 21 18 20.98
  47.594  32.783     6.4     0.0      99      99    99.0     360   0.094     0.3     0.4  2014 09 29 21 39 05.04
  47.815  32.790     9.8     0.0      99      99    99.0     360   0.130     0.4     0.6  2014 09 30 00 45 43.02
  47.487  32.758    13.6     0.0      99      99    99.0     360   0.126     0.4     0.5  2014 09 30 01 10 04.96
  47.799  32.686    10.0     0.0      99      99    99.0     360   0.108     0.5     0.5  2014 09 30 03 10 34.99
  47.467  32.750    10.0     0.0      99      99    99.0     360   0.073     0.5     0.3  2014 09 30 03 18 55.97
  47.497  32.756    11.0     0.0      99      99    99.0     360   0.160     0.4     0.7  2014 09 30 05 47 02.79
  47.512  32.820    10.1     0.0      99      99    99.0     360   0.121     0.4     0.3  2014 09 30 14 12 48.97
  47.721  32.682    10.2     0.0      99      99    99.0     360   0.154     0.5     0.4  2014 09 30 14 48 20.03
  47.826  32.678    11.5     0.0      99      99    99.0     360   0.115     0.5     0.3  2014 09 30 16 26 00.91
  47.635  32.647     8.2     0.0      99      99    99.0     360   0.162     1.2     1.2  2014 09 30 18 46 10.11
  47.494  32.737    11.3     0.0      99      99    99.0     360   0.127     0.3     0.2  2014 09 30 19 16 19.01
  47.799  32.687    10.8     0.0      99      99    99.0     360   0.134     0.6     0.4  2014 09 30 21 58 56.00
  47.717  32.696    11.2     0.0      99      99    99.0     360   0.157     0.5     0.3  2014 09 30 22 18 11.00
  47.536  32.756    13.2     0.0      99      99    99.0     360   0.168     0.4     0.4  2014 09 30 23 13 28.01
  47.556  32.753     9.0     0.0      99      99    99.0     360   0.081     0.3     0.3  2014 10 01 11 15 41.99
  47.637  32.687    10.5     0.0      99      99    99.0     360   0.111     0.4     0.5  2014 10 01 12 45 18.96
  47.606  32.709    10.0     0.0      99      99    99.0     360   0.121     0.4     0.3  2014 10 01 19 56 57.96
  47.590  32.772    10.7     0.0      99      99    99.0     360   0.129     0.5     0.9  2014 10 01 23 17 45.20
  47.765  32.671    10.2     0.0      99      99    99.0     360   0.167     0.6     0.5  2014 10 02 07 15 27.89
  47.642  32.695    11.1     0.0      99      99    99.0     360   0.128     0.5     0.5  2014 10 02 17 01 52.00
  47.596  32.807     8.2     0.0      99      99    99.0     360   0.086     0.4     0.3  2014 10 02 21 35 56.00
  47.594  32.806     8.0     0.0      99      99    99.0     360   0.108     0.4     0.3  2014 10 02 21 37 43.00
  47.683  32.683    10.0     0.0      99      99    99.0     360   0.144     0.7     0.7  2014 10 03 16 32 39.96
  47.521  32.781     6.2     0.0      99      99    99.0     360   0.089     0.4     0.5  2014 10 04 12 02 34.00
  47.591  32.782     6.0     0.0      99      99    99.0     360   0.126     0.3     0.5  2014 10 05 07 38 22.05
  47.384  32.754    11.1     0.0      99      99    99.0     360   0.103     0.6     0.7  2014 10 06 00 00 36.96
  47.385  32.749    11.0     0.0      99      99    99.0     360   0.077     0.6     0.6  2014 10 06 00 19 49.17
  47.512  32.780     9.0     0.0      99      99    99.0     360   0.121     0.4     0.4  2014 10 06 21 54 14.88
  47.511  32.783    10.6     0.0      99      99    99.0     360   0.104     0.4     0.3  2014 10 06 22 07 01.96
  47.807  32.696    11.7     0.0      99      99    99.0     360   0.111     0.5     0.3  2014 10 07 01 57 37.92
  47.518  32.706    12.1     0.0      99      99    99.0     360   0.107     0.5     0.6  2014 10 08 06 58 21.85
  47.734  32.679    10.1     0.0      99      99    99.0     360   0.116     0.4     0.3  2014 10 08 15 34 29.96
  47.510  32.774    11.5     0.0      99      99    99.0     360   0.139     0.4     0.4  2014 10 08 17 59 47.92
  47.715  32.661    11.5     0.0      99      99    99.0     360   0.155     0.5     0.4  2014 10 09 18 05 27.01
  47.551  32.809     8.0     0.0      99      99    99.0     360   0.163     0.5     0.3  2014 10 10 00 37 52.00
  47.577  32.812     8.4     0.0      99      99    99.0     360   0.161     0.5     0.6  2014 10 10 01 36 55.17
  47.826  32.673    12.4     0.0      99      99    99.0     360   0.114     0.5     0.4  2014 10 10 10 49 11.05
  47.853  32.748     9.7     0.0      99      99    99.0     360   0.166     1.0     1.1  2014 10 11 00 18 04.16
  47.390  32.753     9.6     0.0      99      99    99.0     360   0.177     0.9     1.2  2014 10 11 07 00 58.03
  47.791  32.648    10.6     0.0      99      99    99.0     360   0.136     0.6     0.5  2014 10 11 16 14 12.13
  47.609  32.761     9.8     0.0      99      99    99.0     360   0.096     0.3     0.3  2014 10 11 20 32 01.91
  47.673  32.697     4.1     0.0      99      99    99.0     360   0.200     0.6     0.8  2014 10 12 05 19 40.96
  47.785  32.702    10.0     0.0      99      99    99.0     360   0.088     0.5     0.5  2014 10 12 17 31 15.83
  47.397  32.715    12.8     0.0      99      99    99.0     360   0.104     0.6     0.5  2014 10 12 22 04 48.06
  47.669  32.750     9.1     0.0      99      99    99.0     360   0.122     0.4     0.3  2014 10 13 02 16 12.01
  47.549  32.821    10.9     0.0      99      99    99.0     360   0.127     0.4     0.4  2014 10 13 16 47 44.10
  47.787  32.710     9.5     0.0      99      99    99.0     360   0.210     0.8     0.5  2014 10 13 21 57 36.79
  47.788  32.707     9.7     0.0      99      99    99.0     360   0.172     0.5     0.3  2014 10 14 11 21 49.02
  47.681  32.681    10.5     0.0      99      99    99.0     360   0.142     0.5     0.6  2014 10 14 14 58 36.14
  47.600  32.679    14.2     0.0      99      99    99.0     360   0.176     0.4     0.5  2014 10 15 08 24 58.32
  47.643  32.675    12.6     0.0      99      99    99.0     360   0.167     0.4     0.5  2014 10 15 09 59 26.10
  47.774  32.670    10.0     0.0      99      99    99.0     360   0.129     0.6     0.4  2014 10 15 10 27 56.04
  47.793  32.518     7.4     0.0      99      99    99.0     360   0.205     1.1     1.0  2014 10 15 17 34 42.24
  47.797  32.764    11.5     0.0      99      99    99.0     360   0.092     0.5     0.5  2014 10 16 04 16 20.98
  47.669  32.694     9.7     0.0      99      99    99.0     360   0.174     0.5     0.5  2014 10 16 07 09 29.94
  47.581  32.602    14.4     0.0      99      99    99.0     360   0.143     0.6     0.6  2014 10 16 08 46 37.27
  47.866  32.554     9.5     0.0      99      99    99.0     360   0.058     0.5     0.4  2014 10 16 16 30 05.44
  47.865  32.522     7.2     0.0      99      99    99.0     360   0.182     0.7     0.6  2014 10 16 19 01 56.43
  47.742  32.702    11.6     0.0      99      99    99.0     360   0.155     0.4     0.3  2014 10 17 02 19 39.04
  47.464  32.713    15.1     0.0      99      99    99.0     360   0.093     0.4     0.2  2014 10 17 20 58 53.84
  47.747  32.677    10.1     0.0      99      99    99.0     360   0.125     0.4     0.3  2014 10 17 23 41 38.07
  47.770  32.610    10.6     0.0      99      99    99.0     360   0.117     0.5     0.4  2014 10 18 00 12 00.31
  47.694  32.761    10.3     0.0      99      99    99.0     360   0.127     0.4     0.3  2014 10 18 00 56 29.42
  47.810  32.551    11.6     0.0      99      99    99.0     360   0.101     1.5     1.1  2014 10 18 01 39 47.43
  47.757  32.680    11.1     0.0      99      99    99.0     360   0.132     0.5     0.4  2014 10 18 03 04 28.94
  47.849  32.560     9.9     0.0      99      99    99.0     360   0.048     0.7     0.4  2014 10 18 05 30 32.42
  47.775  32.700    11.9     0.0      99      99    99.0     360   0.131     0.6     0.5  2014 10 18 06 06 14.15
  47.576  32.782     6.7     0.0      99      99    99.0     360   0.154     0.4     0.4  2014 10 18 06 44 59.99
  47.799  32.528     6.2     0.0      99      99    99.0     360   0.158     0.7     0.6  2014 10 18 12 08 57.53
  47.869  32.550     9.6     0.0      99      99    99.0     360   0.084     0.5     0.4  2014 10 18 16 04 31.37
  47.641  32.685    10.0     0.0      99      99    99.0     360   0.095     0.5     0.4  2014 10 18 16 46 54.09
  47.766  32.654    11.5     0.0      99      99    99.0     360   0.121     0.6     0.4  2014 10 18 21 25 25.14
  47.571  32.748     9.9     0.0      99      99    99.0     360   0.086     0.3     0.2  2014 10 18 23 16 57.03
  47.877  32.548    10.0     0.0      99      99    99.0     360   0.073     0.7     0.7  2014 10 19 00 32 41.53
  47.758  32.705    11.3     0.0      99      99    99.0     360   0.131     0.6     0.5  2014 10 19 03 43 03.27
  47.768  32.714    11.1     0.0      99      99    99.0     360   0.062     0.5     0.3  2014 10 19 09 33 55.06
  47.422  32.707    14.9     0.0      99      99    99.0     360   0.116     0.6     0.4  2014 10 19 10 37 13.83
  47.759  32.707    11.3     0.0      99      99    99.0     360   0.161     0.6     0.6  2014 10 19 13 47 43.21
  47.914  32.517    10.0     0.0      99      99    99.0     360   0.215     1.1     0.9  2014 10 19 19 55 35.24
  47.574  32.727     9.7     0.0      99      99    99.0     360   0.136     0.3     0.3  2014 10 19 23 13 47.97
  47.810  32.547    13.0     0.0      99      99    99.0     360   0.103     1.3     1.2  2014 10 20 00 31 26.28
  47.707  32.714    10.9     0.0      99      99    99.0     360   0.132     0.6     0.5  2014 10 20 02 14 58.04
  47.708  32.712    10.5     0.0      99      99    99.0     360   0.079     0.4     0.3  2014 10 20 03 10 22.10
  47.582  32.714    10.5     0.0      99      99    99.0     360   0.138     0.3     0.4  2014 10 20 07 39 12.22
  47.756  32.709    11.1     0.0      99      99    99.0     360   0.116     0.6     0.4  2014 10 20 17 57 22.14
  47.716  32.715    10.8     0.0      99      99    99.0     360   0.117     0.4     0.3  2014 10 21 01 12 35.11
  47.650  32.751     9.4     0.0      99      99    99.0     360   0.089     0.4     0.3  2014 10 21 01 39 39.09
  47.711  32.716    10.4     0.0      99      99    99.0     360   0.085     0.4     0.3  2014 10 21 01 41 02.10
  47.822  32.728    11.2     0.0      99      99    99.0     360   0.150     0.6     0.5  2014 10 21 05 24 32.00
  47.765  32.644    12.2     0.0      99      99    99.0     360   0.064     0.8     0.5  2014 10 21 12 29 33.32
  47.804  32.689     9.6     0.0      99      99    99.0     360   0.161     0.5     0.3  2014 10 21 15 31 04.82
  47.998  32.525     7.6     0.0      99      99    99.0     360   0.186     1.1     1.1  2014 10 21 19 07 14.11
  47.555  32.761     9.3     0.0      99      99    99.0     360   0.149     0.3     0.4  2014 10 22 01 48 16.83
  47.557  32.759     9.2     0.0      99      99    99.0     360   0.089     0.3     0.4  2014 10 22 03 20 58.06
  47.558  32.758     9.4     0.0      99      99    99.0     360   0.107     0.3     0.3  2014 10 22 03 50 08.92
  47.815  32.572    10.0     0.0      99      99    99.0     360   0.121     0.8     0.7  2014 10 22 07 15 57.88
  47.793  32.711    10.7     0.0      99      99    99.0     360   0.170     0.5     0.6  2014 10 22 09 54 40.03
  47.885  32.501     7.6     0.0      99      99    99.0     360   0.186     1.4     1.4  2014 10 22 20 38 50.96
  47.830  32.533     8.3     0.0      99      99    99.0     360   0.201     0.7     0.8  2014 10 23 03 23 58.88
  47.382  32.750    10.2     0.0      99      99    99.0     360   0.093     0.9     0.9  2014 10 23 06 34 00.96
  47.539  32.750     1.5     0.0      99      99    99.0     360   0.131     0.9     0.8  2014 10 23 12 46 42.31
  47.630  32.741     8.7     0.0      99      99    99.0     360   0.103     0.4     0.3  2014 10 23 13 00 28.75
  47.777  32.563     9.0     0.0      99      99    99.0     360   0.187     0.5     0.5  2014 10 23 13 34 59.77
  47.783  32.698     8.9     0.0      99      99    99.0     360   0.200     0.6     0.8  2014 10 23 21 23 28.12
  47.774  32.670     9.5     0.0      99      99    99.0     360   0.157     0.7     0.8  2014 10 23 22 02 52.67
  47.734  32.655    11.7     0.0      99      99    99.0     360   0.090     0.5     0.4  2014 10 23 23 06 50.00
  47.555  32.760     8.5     0.0      99      99    99.0     360   0.113     0.3     0.3  2014 10 24 05 51 22.05
  47.781  32.678    10.1     0.0      99      99    99.0     360   0.141     0.5     0.4  2014 10 24 06 01 28.85
  47.749  32.680    10.3     0.0      99      99    99.0     360   0.138     0.5     0.4  2014 10 24 09 01 23.82
  47.471  32.755    11.4     0.0      99      99    99.0     360   0.116     0.4     0.3  2014 10 24 11 10 56.03
  47.799  32.765    11.8     0.0      99      99    99.0     360   0.086     0.4     0.5  2014 10 24 13 06 19.91
  47.855  32.560     5.8     0.0      99      99    99.0     360   0.159     0.4     0.6  2014 10 24 16 05 26.89
  47.734  32.687    11.5     0.0      99      99    99.0     360   0.106     0.6     0.3  2014 10 24 16 41 15.72
  47.586  32.708    10.9     0.0      99      99    99.0     360   0.078     0.5     0.4  2014 10 24 18 52 09.01
  47.589  32.710    11.0     0.0      99      99    99.0     360   0.095     0.4     0.3  2014 10 24 18 52 09.03
  47.665  32.674    10.1     0.0      99      99    99.0     360   0.182     0.5     0.6  2014 10 24 20 29 52.92
  47.812  32.711     9.4     0.0      99      99    99.0     360   0.192     0.8     0.8  2014 10 24 23 07 01.08
  47.558  32.788    17.4     0.0      99      99    99.0     360   0.215     0.5     0.4  2014 10 25 02 32 46.65
  47.748  32.672     8.6     0.0      99      99    99.0     360   0.133     0.5     0.4  2014 10 25 02 36 36.42
  47.791  32.602     9.7     0.0      99      99    99.0     360   0.140     0.4     0.5  2014 10 25 02 44 44.84
  47.604  32.675    11.7     0.0      99      99    99.0     360   0.128     0.4     0.4  2014 10 25 13 17 32.85
  47.836  32.552     8.6     0.0      99      99    99.0     360   0.119     0.5     0.5  2014 10 25 16 25 17.01
  47.505  32.738    12.0     0.0      99      99    99.0     360   0.102     0.4     0.4  2014 10 25 22 48 09.16
  47.925  32.512     3.0     0.0      99      99    99.0     360   0.190     1.3     2.0  2014 10 25 23 34 46.93
  47.532  32.800     7.4     0.0      99      99    99.0     360   0.135     0.4     0.4  2014 10 26 00 31 04.01
  47.971  32.518     8.6     0.0      99      99    99.0     360   0.088     0.8     0.7  2014 10 26 00 43 43.92
  47.854  32.523     7.6     0.0      99      99    99.0     360   0.177     0.6     0.6  2014 10 26 01 18 46.75
  47.632  32.721     8.6     0.0      99      99    99.0     360   0.153     0.5     0.5  2014 10 26 02 40 17.10
  47.977  32.509    11.6     0.0      99      99    99.0     360   0.220     1.0     1.3  2014 10 26 03 54 07.08
  47.967  32.522     9.5     0.0      99      99    99.0     360   0.127     1.0     1.3  2014 10 26 04 17 03.73
  47.807  32.543     8.0     0.0      99      99    99.0     360   0.115     0.5     0.6  2014 10 26 08 01 54.89
  47.807  32.530     7.0     0.0      99      99    99.0     360   0.169     0.5     0.5  2014 10 26 10 01 54.84
  47.799  32.552     0.6     0.0      99      99    99.0     360   0.121     0.5     0.4  2014 10 26 16 28 57.95
  47.959  32.524     7.8     0.0      99      99    99.0     360   0.123     0.9     0.9  2014 10 26 16 55 28.07
  47.581  32.807     8.2     0.0      99      99    99.0     360   0.134     0.6     0.6  2014 10 26 17 20 40.96
  47.584  32.765     8.8     0.0      99      99    99.0     360   0.098     0.3     0.3  2014 10 26 17 26 47.15
  47.584  32.764     9.5     0.0      99      99    99.0     360   0.131     0.4     0.6  2014 10 26 17 29 26.28
  47.930  32.513     9.9     0.0      99      99    99.0     360   0.203     1.7     1.6  2014 10 26 19 18 57.97
  47.580  32.691    10.9     0.0      99      99    99.0     360   0.135     0.4     0.4  2014 10 26 19 35 24.28
  47.586  32.691    11.2     0.0      99      99    99.0     360   0.147     0.4     0.4  2014 10 26 20 33 09.24
  47.588  32.683    11.7     0.0      99      99    99.0     360   0.114     0.5     0.6  2014 10 26 20 38 25.83
  47.958  32.520     8.7     0.0      99      99    99.0     360   0.173     0.7     0.8  2014 10 26 21 49 52.78
  47.583  32.805     9.6     0.0      99      99    99.0     360   0.132     0.4     0.4  2014 10 26 23 00 07.00
  47.896  32.504     6.8     0.0      99      99    99.0     360   0.194     1.2     1.1  2014 10 26 23 19 21.85
  47.386  32.729    11.7     0.0      99      99    99.0     360   0.118     0.6     0.5  2014 10 27 00 09 47.99
  48.005  32.505    11.8     0.0      99      99    99.0     360   0.164     1.0     1.1  2014 10 27 10 19 44.97
  47.811  32.720    14.2     0.0      99      99    99.0     360   0.172     0.6     0.7  2014 10 27 15 08 32.96
  47.831  32.554     6.1     0.0      99      99    99.0     360   0.186     0.3     0.6  2014 10 27 21 09 27.07
  47.824  32.565     7.8     0.0      99      99    99.0     360   0.125     0.4     0.5  2014 10 28 00 50 33.96
  47.952  32.512    17.5     0.0      99      99    99.0     360   0.215     1.4     1.2  2014 10 28 02 26 27.98
  47.583  32.765     9.8     0.0      99      99    99.0     360   0.087     0.3     0.4  2014 10 28 23 48 01.10
  47.840  32.554     7.9     0.0      99      99    99.0     360   0.116     0.4     0.4  2014 10 29 12 18 10.93
  47.820  32.545     9.8     0.0      99      99    99.0     360   0.180     1.2     0.9  2014 10 29 13 57 51.07
  47.839  32.558     8.9     0.0      99      99    99.0     360   0.112     0.4     0.4  2014 10 29 14 00 34.89
  47.540  32.765     8.9     0.0      99      99    99.0     360   0.138     0.3     0.3  2014 10 29 15 29 47.11
  47.838  32.554     8.5     0.0      99      99    99.0     360   0.138     0.6     0.6  2014 10 29 17 06 42.92
  47.409  32.564     9.9     0.0      99      99    99.0     360   0.114     0.9     0.9  2014 10 29 20 27 36.43
  47.871  32.544     9.9     0.0      99      99    99.0     360   0.113     0.7     0.8  2014 10 29 22 00 50.92
  47.816  32.571     9.6     0.0      99      99    99.0     360   0.128     0.5     0.5  2014 10 30 01 02 12.93
  47.862  32.568     1.1     0.0      99      99    99.0     360   0.166     0.5     0.4  2014 10 30 07 55 39.07
  47.841  32.553     9.1     0.0      99      99    99.0     360   0.115     0.4     0.5  2014 10 30 11 58 31.85
  47.781  32.656    10.5     0.0      99      99    99.0     360   0.120     0.4     0.4  2014 11 01 04 30 42.78
  47.808  32.693    11.6     0.0      99      99    99.0     360   0.121     0.6     0.4  2014 11 01 05 17 58.75
  47.836  32.674    11.9     0.0      99      99    99.0     360   0.139     0.5     0.5  2014 11 01 13 09 12.81
  47.767  32.702    11.0     0.0      99      99    99.0     360   0.090     0.4     0.4  2014 11 01 13 36 49.89
  47.584  32.801     8.6     0.0      99      99    99.0     360   0.101     0.4     0.4  2014 11 01 14 10 38.96
  47.578  32.799     8.9     0.0      99      99    99.0     360   0.088     0.4     0.4  2014 11 01 14 31 03.00
  47.560  32.718     8.1     0.0      99      99    99.0     360   0.057     0.6     0.6  2014 11 01 17 08 43.96
  47.764  32.704    10.9     0.0      99      99    99.0     360   0.079     0.4     0.3  2014 11 01 20 59 21.98
  47.943  32.546     1.8     0.0      99      99    99.0     360   0.245     0.8     0.5  2014 11 01 21 02 36.92
  47.764  32.704    11.7     0.0      99      99    99.0     360   0.159     0.7     0.6  2014 11 01 21 21 23.16
  47.598  32.799     9.9     0.0      99      99    99.0     360   0.107     0.4     0.3  2014 11 01 23 13 54.88
  47.615  32.722    11.0     0.0      99      99    99.0     360   0.183     0.4     0.3  2014 11 01 23 22 24.80
  47.934  32.528     2.9     0.0      99      99    99.0     360   0.190     1.8     2.5  2014 11 02 00 45 51.10
  47.812  32.666    11.7     0.0      99      99    99.0     360   0.124     0.5     0.4  2014 11 02 04 38 15.83
  47.837  32.557     8.2     0.0      99      99    99.0     360   0.168     0.4     0.5  2014 11 02 05 43 44.78
  47.813  32.669    12.0     0.0      99      99    99.0     360   0.144     0.6     0.4  2014 11 02 08 07 58.78
  47.792  32.602     9.8     0.0      99      99    99.0     360   0.144     0.4     0.4  2014 11 02 13 41 49.85
  47.605  32.807     9.3     0.0      99      99    99.0     360   0.106     0.5     0.5  2014 11 02 15 00 36.38
